195.216.207.37 - - [13/Aug/2019:11:08:32 +0300] "GET /info.php HTTP/1.1" 200 27759 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:08:33 +0300] "GET /favicon.ico HTTP/1.1" 404 683 "https://165.22.77.15:8443/info.php" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:34 +0300] "GET /oc2/upload/admin HTTP/1.1" 301 2238 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:34 +0300] "GET /oc2/upload/admin/ HTTP/1.1" 200 1893 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/jquery/jquery-2.1.1.min.js HTTP/1.1" 200 30173 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6654 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.css HTTP/1.1" 200 1771 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/stylesheet/stylesheet.css HTTP/1.1" 200 3831 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/stylesheet/bootstrap.css HTTP/1.1" 200 23140 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 10514 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/jquery/datetimepicker/locale/ru.js HTTP/1.1" 200 2530 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/jquery/datetimepicker/bootstrap-datetimepicker.min.js HTTP/1.1" 200 10499 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/jquery/datetimepicker/moment.js HTTP/1.1" 200 22140 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/common.js HTTP/1.1" 200 3304 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/image/logo.png HTTP/1.1" 200 3879 "https://165.22.77.15:8443/oc2/upload/admin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
195.216.207.37 - - [13/Aug/2019:11:17:35 +0300] "GET /oc2/upload/admin/view/javascript/font-awesome/fonts/fontawesome-webfont.woff2?v=4.4.0 HTTP/1.1" 200 64991 "https://165.22.77.15:8443/oc2/upload/admin/view/javascript/font-awesome/css/font-awesome.min.css" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.100 Safari/537.36"
